Feature ID	Taxon	Confidence
M02808:184:000000000-LYVHM:1:2102:12751:25137;sample=SF1_B1_T0_Root_R1_001.fastq;	d__Bacteria;k__Pseudomonadati;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Ectothiorhodospira	0.9235144932961088
M02808:184:000000000-LYVHM:1:1102:5204:17077;sample=SF1_B1_T4_Root_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Cyanobacteriota/Melainabacteria group;c__Cyanobacteriota;o__Cyanophyceae;f__Nostocales;g__Hapalosiphonaceae	0.8358334851167267
M02808:184:000000000-LYVHM:1:2101:16382:7875;sample=SF1_B1_T4_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Cyanobacteriota/Melainabacteria group;c__Cyanobacteriota;o__Cyanophyceae;f__Nostocales;g__Nostocaceae;s__Nostoc punctiforme PCC 73102	0.9741578286657482
M02808:184:000000000-LYVHM:1:1112:21963:18961;sample=SF1_B3_T4_Root_R1_001.fastq;	d__Bacteria;k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria	0.9610102436975959
M02808:184:000000000-LYVHM:1:1105:11280:24479;sample=SF1_B1_T4_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus massiliensis	0.9999998174495371
M02808:184:000000000-LYVHM:1:1108:14591:11287;sample=SF3_B2_T4_Root_R1_001.fastq;	d__Bacteria	0.99999999999999
M02808:184:000000000-LYVHM:1:1104:12926:14519;sample=SF3_B3_T4_Root_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. Kas104-4	0.94027304757713
M02808:184:000000000-LYVHM:1:1111:18867:8540;sample=SF1_B1_T4_R1_001.fastq;	d__Bacteria	0.9999999999999927
M02808:184:000000000-LYVHM:1:1111:11109:24249;sample=SF1_B3_T0_Root_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus	0.9999998983268554
M02808:184:000000000-LYVHM:1:1102:26228:14677;sample=SF3_B1_T4_Root_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Cyanobacteriota/Melainabacteria group;c__Cyanobacteriota;o__Cyanophyceae;f__Nostocales;g__Hapalosiphonaceae	0.945016530802965
M02808:184:000000000-LYVHM:1:1108:25856:10485;sample=SF4_B1_T4_Root_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus	0.999999985782154
M02808:184:000000000-LYVHM:1:1102:23857:21552;sample=SF1_B1_T4_Root_R1_001.fastq;	d__Bacteria;k__Bacillati	0.9904223526527975
M02808:184:000000000-LYVHM:1:1108:15666:17889;sample=SF1_B1_T0_Root_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum E4 str. BoNT E BL5262	0.8103557451990449
M02808:184:000000000-LYVHM:1:2109:6588:22175;sample=SF1_B1_T0_Root_R1_001.fastq;	d__Bacteria;k__Pseudomonadati;p__Pseudomonadota	0.8368652106669809
M02808:184:000000000-LYVHM:1:1105:12009:23381;sample=SF3_B1_T4_Root_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium	0.9999242346308368
M02808:184:000000000-LYVHM:1:1110:24885:18758;sample=SF1_B1_T0_Root_R1_001.fastq;	d__Bacteria	0.9999999999999948
M02808:184:000000000-LYVHM:1:1107:13764:14527;sample=SF1_B2_T0_R1_001.fastq;	d__Bacteria	0.9999999999999862
M02808:184:000000000-LYVHM:1:2112:27613:15078;sample=SF6_B2_T4_Root_R1_001.fastq;	d__Bacteria;k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria	0.925454802451242
M02808:184:000000000-LYVHM:1:1111:24086:17754;sample=SF3_B3_T0_R1_001.fastq;	d__Bacteria;k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria	0.9279035201090713
M02808:184:000000000-LYVHM:1:1110:22307:23494;sample=SF1_B2_T4_Root_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Cyanobacteriota/Melainabacteria group;c__Cyanobacteriota;o__Cyanophyceae	0.7106502766474913
M02808:184:000000000-LYVHM:1:1110:26413:17150;sample=SF1_B3_T0_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus	0.9999999435977713
M02808:184:000000000-LYVHM:1:1108:17827:11629;sample=SF1_B2_T4_R1_001.fastq;	d__Bacteria;k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Rhodopseudomonas;s__Rhodopseudomonas palustris TIE-1	0.9073596052137255
M02808:184:000000000-LYVHM:1:2111:5715:20425;sample=SF1_B3_T0_Root_R1_001.fastq;	d__Bacteria;k__Bacillati	0.9224998815269475
M02808:184:000000000-LYVHM:1:1105:16611:11110;sample=SF3_B4_T0_Root_R1_001.fastq;	d__Bacteria	0.999999999999996
M02808:184:000000000-LYVHM:1:1102:15594:29124;sample=SF3_B4_T4_Root_R1_001.fastq;	d__Bacteria;k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium	0.9996288528913289
M02808:184:000000000-LYVHM:1:2101:15525:9213;sample=SF1_B2_T4_Root_R1_001.fastq;	d__Bacteria;k__Pseudomonadati;p__Pseudomonadota	0.9908880044449586
M02808:184:000000000-LYVHM:1:2110:6415:19583;sample=SF1_B1_T4_Root_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Cyanobacteriota/Melainabacteria group;c__Cyanobacteriota;o__Cyanophyceae;f__Nostocales;g__Hapalosiphonaceae	0.9029648483605505
M02808:184:000000000-LYVHM:1:1106:10918:10534;sample=SF1_B1_T4_Root_R1_001.fastq;	d__Bacteria;k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria	0.9000704611460221
M02808:184:000000000-LYVHM:1:1104:7994:20522;sample=SF1_B1_T0_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Actinomycetota;c__Actinomycetes	0.9999999832413655
M02808:184:000000000-LYVHM:1:1109:12696:6159;sample=SF1_B1_T0_R1_001.fastq;	d__Bacteria;k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium	0.9999504378477223
M02808:184:000000000-LYVHM:1:1101:10113:17467;sample=SF1_B2_T4_R1_001.fastq;	d__Bacteria;k__Bacillati	0.9366018525191113
M02808:184:000000000-LYVHM:1:1104:3933:12481;sample=SF1_B1_T0_Root_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus massiliensis	0.9999999665187438
M02808:184:000000000-LYVHM:1:2113:16026:22039;sample=SF3_B3_T4_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Cyanobacteriota/Melainabacteria group;c__Cyanobacteriota;o__Cyanophyceae;f__Nostocales;g__Hapalosiphonaceae	0.857715856872426
M02808:184:000000000-LYVHM:1:1101:5172:10126;sample=SF1_B4_T0_R1_001.fastq;	d__Bacteria;k__Pseudomonadati;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geotalea;s__Geotalea uraniireducens Rf4	0.7597570540457819
M02808:184:000000000-LYVHM:1:2111:18501:6378;sample=SF1_B2_T4_Root_R1_001.fastq;	d__Bacteria;k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium	0.9998606486857669
M02808:184:000000000-LYVHM:1:1102:9327:8295;sample=SF1_B2_T0_Root_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Cyanobacteriota/Melainabacteria group;c__Cyanobacteriota;o__Cyanophyceae;f__Nostocales;g__Hapalosiphonaceae	0.806510015361101
M02808:184:000000000-LYVHM:1:1105:18086:16951;sample=SF3_B4_T4_Root_R1_001.fastq;	d__Bacteria;k__Pseudomonadati;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Azotobacter group;s__Azotobacter vinelandii DJ	0.9968894761512173
M02808:184:000000000-LYVHM:1:2113:21717:3843;sample=SF1_B4_T0_Root_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium	0.8550180197836721
M02808:184:000000000-LYVHM:1:1111:2871:20545;sample=SF2_B2_T4_R1_001.fastq;	d__Bacteria;k__Bacillati	0.9653804440326943
M02808:184:000000000-LYVHM:1:1112:23627:13017;sample=SF1_B3_T0_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Cyanobacteriota/Melainabacteria group;c__Cyanobacteriota;o__Cyanophyceae;f__Nostocales;g__Hapalosiphonaceae	0.7333591626434769
M02808:184:000000000-LYVHM:1:1108:21196:21749;sample=SF1_B1_T4_Root_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus sp. R-45815	0.9754880314557871
M02808:184:000000000-LYVHM:1:2108:22860:6447;sample=SF2_B4_T4_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. B901-1b	0.8631014411125889
M02808:184:000000000-LYVHM:1:2111:27849:20270;sample=SF1_B1_T0_Root_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Cyanobacteriota/Melainabacteria group;c__Cyanobacteriota;o__Cyanophyceae;f__Nostocales;g__Hapalosiphonaceae	0.8803395404826692
M02808:184:000000000-LYVHM:1:1109:8738:13714;sample=SF2_B1_T4_R1_001.fastq;	d__Bacteria	0.9999999999999993
M02808:184:000000000-LYVHM:1:2109:4660:19207;sample=SF1_B2_T0_R1_001.fastq;	d__Bacteria;k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium	0.9921722354156512
M02808:184:000000000-LYVHM:1:2103:21834:25757;sample=SF3_B2_T4_Root_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus sp. R-45815	0.9993815177329423
M02808:184:000000000-LYVHM:1:1114:19537:28135;sample=SF1_B3_T0_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus sp. R-45815	0.8910698745468326
M02808:184:000000000-LYVHM:1:1102:16676:5653;sample=SF1_B2_T4_R1_001.fastq;	d__Bacteria	0.9999999999999997
M02808:184:000000000-LYVHM:1:2111:4199:14768;sample=SF2_B1_T4_Root_R1_001.fastq;	d__Bacteria;k__Pseudomonadati;p__Pseudomonadota	0.887130490229912
M02808:184:000000000-LYVHM:1:1105:13193:22549;sample=SF3_B2_T0_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus borealis	0.9974112805288252
M02808:184:000000000-LYVHM:1:1114:10797:5432;sample=SF1_B1_T0_Root_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus graminis	0.8663234496631105
M02808:184:000000000-LYVHM:1:1106:17675:19794;sample=SF1_B2_T4_Root_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium beijerinckii	0.7658141565072288
M02808:184:000000000-LYVHM:1:1102:21599:6824;sample=SF1_B1_T0_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus borealis	0.9845286704218431
M02808:184:000000000-LYVHM:1:1101:12977:6223;sample=SF3_B4_T4_Root_R1_001.fastq;	d__Bacteria;k__Pseudomonadati;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Azotobacter group;s__Azotobacter vinelandii	0.9964087292448982
M02808:184:000000000-LYVHM:1:1104:13513:7050;sample=SF3_B2_T4_R1_001.fastq;	d__Bacteria;k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae	0.9073563019498991
M02808:184:000000000-LYVHM:1:2103:10152:21981;sample=SF2_B3_T4_Root_R1_001.fastq;	d__Bacteria;k__Bacillati	0.9897517056064646
M02808:184:000000000-LYVHM:1:2111:16011:11378;sample=SF1_B1_T0_R1_001.fastq;	d__Bacteria;k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Azospirillaceae;g__Skermanella;s__Skermanella aerolata KACC 11604	0.9999787025259542
M02808:184:000000000-LYVHM:1:1106:21682:7801;sample=SF1_B3_T0_R1_001.fastq;	d__Bacteria;k__Bacillati	0.9680129011013383
M02808:184:000000000-LYVHM:1:2113:4861:23967;sample=SF1_B4_T0_Root_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Cyanobacteriota/Melainabacteria group;c__Cyanobacteriota;o__Cyanophyceae;f__Nostocales;g__Hapalosiphonaceae	0.7630151049021453
M02808:184:000000000-LYVHM:1:1105:17512:27614;sample=SF1_B4_T0_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus durus	0.9840893868564384
M02808:184:000000000-LYVHM:1:2113:14459:21668;sample=SF1_B3_T0_R1_001.fastq;	d__Bacteria	1.0000000000000016
M02808:184:000000000-LYVHM:1:2112:7275:22396;sample=SF2_B2_T4_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium	0.9805544096817393
M02808:184:000000000-LYVHM:1:2108:17064:11004;sample=SF1_B3_T0_R1_001.fastq;	d__Bacteria;k__Pseudomonadati;p__Pseudomonadota	0.840926655086332
M02808:184:000000000-LYVHM:1:2111:21239:25363;sample=SF1_B4_T4_Root_R1_001.fastq;	d__Bacteria	1.0000000000000109
M02808:184:000000000-LYVHM:1:2114:28439:13973;sample=SF1_B1_T4_R1_001.fastq;	d__Bacteria;k__Pseudomonadati	0.9369829826570951
M02808:184:000000000-LYVHM:1:2103:25265:12245;sample=SF6_B1_T4_Root_R1_001.fastq;	d__Bacteria;k__Bacillati	0.7763794042118353
M02808:184:000000000-LYVHM:1:1101:24461:13449;sample=SF8_B2_T0_R1_001.fastq;	d__Bacteria	1.000000000000006
M02808:184:000000000-LYVHM:1:1106:23669:4740;sample=SF4_B3_T4_Root_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Cyanobacteriota/Melainabacteria group;c__Cyanobacteriota;o__Cyanophyceae	0.7827986976587746
M02808:184:000000000-LYVHM:1:1114:12742:8255;sample=SF1_B3_T0_R1_001.fastq;	d__Bacteria	1.0000000000000122
M02808:184:000000000-LYVHM:1:1105:4809:23331;sample=SF8_B3_T0_Root_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus macerans	0.9999921092858232
M02808:184:000000000-LYVHM:1:1114:5782:22363;sample=SF3_B2_T0_Root_R1_001.fastq;	d__Bacteria	1.0000000000000049
M02808:184:000000000-LYVHM:1:1101:9015:11187;sample=SF1_B4_T4_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Cyanobacteriota/Melainabacteria group;c__Cyanobacteriota;o__Cyanophyceae;f__Nostocales;g__Nostocaceae;s__Anabaena sp. L-31	0.999991761854913
M02808:184:000000000-LYVHM:1:1113:18190:13165;sample=SF1_B1_T4_R1_001.fastq;	d__Bacteria;k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium	0.7557887394487196
M02808:184:000000000-LYVHM:1:1109:16864:9084;sample=SF4_B3_T4_Root_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus borealis	0.9997756390236038
M02808:184:000000000-LYVHM:1:1103:12331:24212;sample=SF4_B3_T4_R1_001.fastq;	d__Bacteria;k__Pseudomonadati;p__Pseudomonadota	0.775375487809698
M02808:184:000000000-LYVHM:1:1101:20612:6737;sample=SF1_B3_T4_Root_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus macerans	0.9999996957454763
M02808:184:000000000-LYVHM:1:1103:7517:8574;sample=Sf4_B4_T0_R1_001.fastq;	d__Bacteria;k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium	0.9919507200773692
M02808:184:000000000-LYVHM:1:1105:23206:7900;sample=SF2_B3_T4_Root_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. Kas104-4	0.9999939713477314
M02808:184:000000000-LYVHM:1:2107:25962:21880;sample=SF1_B4_T4_R1_001.fastq;	d__Bacteria;k__Bacillati	0.987744082582966
M02808:184:000000000-LYVHM:1:1103:10286:19375;sample=SF8_B2_T4_Root_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Frankiales;f__Frankiaceae	0.7224960860401297
M02808:184:000000000-LYVHM:1:2105:8873:8035;sample=SF2_B4_T4_R1_001.fastq;	d__Bacteria	1.0000000000000004
M02808:184:000000000-LYVHM:1:2104:7022:17913;sample=SF1_B3_T4_Root_R1_001.fastq;	d__Bacteria	0.9999999999999933
M02808:184:000000000-LYVHM:1:2102:5136:19808;sample=SF1_B2_T4_R1_001.fastq;	d__Bacteria;k__Bacillati	0.8483964302683087
M02808:184:000000000-LYVHM:1:1112:10781:20854;sample=SF1_B2_T0_Root_R1_001.fastq;	d__Bacteria;k__Pseudomonadati	0.7218344833345782
M02808:184:000000000-LYVHM:1:1112:13003:25784;sample=SF1_B1_T4_Root_R1_001.fastq;	d__Bacteria	1.0000000000000013
M02808:184:000000000-LYVHM:1:1112:6933:5285;sample=SF4_B3_T4_R1_001.fastq;	d__Bacteria	1.0000000000000073
M02808:184:000000000-LYVHM:1:2101:22040:19718;sample=SF1_B3_T0_Root_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum E4 str. BoNT E BL5262	0.7057947859327112
M02808:184:000000000-LYVHM:1:2109:20402:15508;sample=SF1_B1_T4_Root_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Cyanobacteriota/Melainabacteria group;c__Cyanobacteriota;o__Cyanophyceae;f__Nostocales;g__Hapalosiphonaceae	0.7634347727539034
M02808:184:000000000-LYVHM:1:2106:18650:4513;sample=SF2_B3_T4_R1_001.fastq;	d__Bacteria;k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium	0.978703592286128
M02808:184:000000000-LYVHM:1:1102:7301:25658;sample=SF1_B4_T0_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Bacillota	0.715938713389402
M02808:184:000000000-LYVHM:1:1103:15806:3409;sample=SF1_B2_T4_Root_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Cyanobacteriota/Melainabacteria group;c__Cyanobacteriota;o__Cyanophyceae;f__Nostocales;g__Hapalosiphonaceae	0.8027240402578083
M02808:184:000000000-LYVHM:1:2107:6959:14285;sample=SF1_B2_T4_Root_R1_001.fastq;	d__Bacteria;k__Bacillati	0.9697765753577225
M02808:184:000000000-LYVHM:1:1103:16124:19404;sample=SF1_B4_T0_Root_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus sp. R-45815	0.7650722300646593
M02808:184:000000000-LYVHM:1:2112:15426:25376;sample=SF3_B4_T4_Root_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Cyanobacteriota/Melainabacteria group;c__Cyanobacteriota;o__Cyanophyceae;f__Nostocales;g__Hapalosiphonaceae	0.7128806362062159
M02808:184:000000000-LYVHM:1:2101:22087:14938;sample=SF1_B4_T4_Root_R1_001.fastq;	d__Bacteria	0.9999999999999879
M02808:184:000000000-LYVHM:1:2111:22005:11484;sample=SF1_B4_T0_Root_R1_001.fastq;	d__Bacteria;k__Pseudomonadati;p__Pseudomonadota	0.8594153389171335
M02808:184:000000000-LYVHM:1:1113:5164:12509;sample=SF8_B2_T4_Root_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. Kas104-4	0.7396920674737378
M02808:184:000000000-LYVHM:1:1110:25932:21438;sample=SF1_B1_T0_Root_R1_001.fastq;	d__Bacteria	1.0000000000000087
M02808:184:000000000-LYVHM:1:1113:25753:14842;sample=SF2_B4_T0_R1_001.fastq;	d__Bacteria;k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria	0.9948834494690215
M02808:184:000000000-LYVHM:1:2105:23966:24086;sample=SF8_B4_T4_R1_001.fastq;	d__Bacteria	0.9999999999999875
M02808:184:000000000-LYVHM:1:1113:21366:3300;sample=SF1_B1_T0_Root_R1_001.fastq;	d__Bacteria;k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria	0.8048002981416167
M02808:184:000000000-LYVHM:1:1105:19861:26259;sample=SF1_B2_T4_Root_R1_001.fastq;	d__Bacteria;k__Pseudomonadati;p__Pseudomonadota	0.9938386423177705
M02808:184:000000000-LYVHM:1:1112:13542:7054;sample=SF1_B3_T0_R1_001.fastq;	d__Bacteria;k__Pseudomonadati;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__uncultured Geobacter sp.	0.7607660772680843
M02808:184:000000000-LYVHM:1:2103:24145:7408;sample=SF4_B1_T4_Root_R1_001.fastq;	d__Bacteria;k__Bacillati	0.7013683325815901
M02808:184:000000000-LYVHM:1:2111:15181:16714;sample=SF1_B1_T0_R1_001.fastq;	d__Bacteria;k__Bacillati;p__Cyanobacteriota/Melainabacteria group;c__Cyanobacteriota;o__Cyanophyceae;f__Nostocales;g__Hapalosiphonaceae	0.8363249030078506
